data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.215	15
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.095	23
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.055	5
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.054	10
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.049	9
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.046	8
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.043	24
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.043	28
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.040	12
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.038	4
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.034	27
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.033	21
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.033	13
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.026	2
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.021	25
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.019	17
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.019	16
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.018	1
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.017	6
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.015	26
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.015	14
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.014	18
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.014	19
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.012	11
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.011	3
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.008	7
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.007	22
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0804/MET0804_abundance.tsv	0.004	20
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.214	15
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.119	23
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.068	17
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.051	10
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.042	14
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.040	27
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.039	4
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.036	28
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.035	9
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.034	21
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.034	13
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.033	3
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.033	8
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.031	12
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.026	25
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.023	2
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.020	18
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.019	20
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.018	6
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.018	1
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.017	24
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.013	26
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.010	16
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.009	5
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.006	19
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.005	7
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.003	11
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0805/MET0805_abundance.tsv	0.002	22
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.563	15
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.108	10
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.029	4
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.027	25
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.026	14
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.026	9
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.025	23
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.020	3
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.019	13
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.016	12
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.015	24
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.014	7
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.014	2
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.013	27
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.012	28
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.012	21
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.011	17
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.010	8
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.008	16
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.007	22
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.007	5
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.006	18
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.005	6
data/metagenome_analyses/strain_abundance/sepidermidis_manual_NIH_subset/abundance/MET0806/MET0806_abundance.tsv	0.002	1
