data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.180	17
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.126	10
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.091	1
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.090	6
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.088	18
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.065	15
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.060	3
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.058	20
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.045	7
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.041	22
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.023	13
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.019	2
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.018	16
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.016	14
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.015	9
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.015	5
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.014	19
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.010	12
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.006	4
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.005	11
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.005	23
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.004	21
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083121/ERR5083121_abundance.tsv	0.004	8
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.179	17
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.119	10
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.102	3
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.100	1
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.071	18
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.064	6
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.056	15
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.055	20
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.048	2
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.034	22
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.033	7
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.022	13
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.018	9
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.017	4
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.017	14
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.016	5
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.014	21
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.012	16
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.008	19
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.006	12
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.005	8
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.004	23
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083122/ERR5083122_abundance.tsv	0.002	11
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.279	17
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.099	3
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.090	15
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.079	10
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.075	5
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.070	1
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.051	18
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.037	7
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.036	6
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.036	20
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.031	22
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.019	16
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.018	12
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.017	4
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.010	14
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.010	13
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.009	9
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.009	23
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.009	19
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.005	2
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.005	11
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.004	8
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083123/ERR5083123_abundance.tsv	0.002	21
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.778	3
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.032	17
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.028	15
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.022	1
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.019	20
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.015	6
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.011	22
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.011	10
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.010	18
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.009	7
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.008	9
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.007	8
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.007	19
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.006	5
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.005	2
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.005	16
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.004	4
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.004	14
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.004	11
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.004	12
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.003	21
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.003	13
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083126/ERR5083126_abundance.tsv	0.003	23
data/metagenome_analyses/strain_abundance/saureus_manual_NIH_Singapore_subset/abundance/ERR5083127/ERR5083127_abundance.tsv	0.320	3
